"图层",X 坐标,"Y 坐标","内容"
"停车位",2347.5837,"2543.1461","路内停车位
103160"
"停车位",2347.5859,"2543.1514","路内停车位
103161"
"停车位",2347.5884,"2543.1567","路内停车位
103162"
"停车位",2347.5908,"2543.162","路内停车位
103163"
"停车位",2347.5933,"2543.167","路内停车位
103164"
"停车位",2347.596,"2543.1723","路内停车位
103165"
"停车位",2347.5986,"2543.1771","路内停车位
103166"
"停车位",2347.6013,"2543.1824","路内停车位
103167"
"停车位",2347.604,"2543.1874","路内停车位
103168"
"停车位",2347.6158,"2543.2141","路内停车位
103172"
"停车位",2347.6184,"2543.2189","路内停车位
103173"
"停车位",2347.6211,"2543.2242","路内停车位
103174"
"停车位",2347.6239,"2543.2292","路内停车位
103175"
"停车位",2347.6265,"2543.234","路内停车位
103176"
"停车位",2347.629,"2543.2394","路内停车位
103177"
"停车位",2347.6318,"2543.2444","路内停车位
103178"
"停车位",2347.6344,"2543.2492","路内停车位
103179"
"停车位",2347.637,"2543.2546","路内停车位
103180"
"停车位",2347.6398,"2543.2596","路内停车位
103181"
"停车位",2347.6424,"2543.2644","路内停车位
103182"
"停车位",2347.6585,"2543.2937","路内停车位
103183"
"停车位",2347.6614,"2543.2987","路内停车位
103184"
"停车位",2347.6639,"2543.3035","路内停车位
103185"
"停车位",2347.6666,"2543.3088","路内停车位
103186"
"停车位",2347.6694,"2543.3139","路内停车位
103187"
"停车位",2347.672,"2543.3187","路内停车位
103188"
"停车位",2347.6745,"2543.324","路内停车位
103189"
"停车位",2347.6774,"2543.3291","路内停车位
103190"
"停车位",2347.6799,"2543.3339","路内停车位
103191"
"停车位",2347.6825,"2543.3392","路内停车位
103192"
"停车位",2347.6853,"2543.3443","路内停车位
103193"
"停车位",2347.6879,"2543.3491","路内停车位
103194"
"停车位",2347.6907,"2543.3546","路内停车位
103195"
"停车位",2347.6933,"2543.3595","路内停车位
103196"
"停车位",2348.0598,"2544.0523","人行道车位
103197"
"停车位",2348.0612,"2544.0539","人行道车位
103198"
"停车位",2348.0623,"2544.0558","人行道车位
103199"
"停车位",2348.0634,"2544.0576","人行道车位
103200"
"停车位",2348.0648,"2544.0595","人行道车位
103201"
"停车位",2348.0659,"2544.0613","人行道车位
103202"
"停车位",2348.0735,"2544.0525","人行道车位
103203"
"停车位",2348.0757,"2544.0532","人行道车位
103204"
"停车位",2348.0778,"2544.0538","人行道车位
103205"
"停车位",2348.0798,"2544.0545","人行道车位
103206"
"停车位",2348.082,"2544.0552","人行道车位
103207"
"停车位",2348.084,"2544.0558","人行道车位
103208"
"停车位",2347.5912,"2543.5131","路内停车位
104036"
"停车位",2347.5961,"2543.5107","路内停车位
104037"
"停车位",2347.6016,"2543.5082","路内停车位
104038"
"停车位",2347.6383,"2543.4904","路内停车位
104039"
"停车位",2347.6448,"2543.4871","路内停车位
104040"
"停车位",2347.651,"2543.4842","路内停车位
104041"
"停车位",2347.6572,"2543.4811","路内停车位
104042"
"停车位",2347.6637,"2543.4778","路内停车位
104043"
"停车位",2347.6699,"2543.4749","路内停车位
104044"
"停车位",2347.6762,"2543.4717","路内停车位
104045"
"停车位",2347.6827,"2543.4685","路内停车位
104046"
"停车位",2347.6889,"2543.4655","路内停车位
104047"
"停车位",2347.6951,"2543.4625","路内停车位
104048"
"停车位",2347.7995,"2543.4095","路内停车位
104049"
"停车位",2347.8045,"2543.407","路内停车位
104050"
"停车位",2347.8101,"2543.4042","路内停车位
104051"
"停车位",2347.8152,"2543.4015","路内停车位
104052"
"停车位",2347.8201,"2543.3991","路内停车位
104053"
"停车位",2347.8254,"2543.3965","路内停车位
104054"
"停车位",2347.8305,"2543.3938","路内停车位
104055"
"停车位",2347.8359,"2543.3911","路内停车位
104056"
"停车位",2347.8409,"2543.3886","路内停车位
104057"
"停车位",2347.8457,"2543.3861","路内停车位
104058"
"停车位",2347.8764,"2543.3672","路内停车位
104059"
"停车位",2347.8815,"2543.3646","路内停车位
104060"
"停车位",2347.8866,"2543.3619","路内停车位
104061"
"停车位",2347.8918,"2543.3593","路内停车位
104062"
"停车位",2347.8962,"2543.353","路内停车位
104063"
"停车位",2347.898,"2543.352","路内停车位
104064"
"停车位",2347.9001,"2543.351","路内停车位
104065"
"停车位",2347.9019,"2543.3501","路内停车位
104066"
"停车位",2347.9039,"2543.3491","路内停车位
104067"
"停车位",2347.9059,"2543.3483","路内停车位
104068"
"停车位",2347.9079,"2543.3472","路内停车位
104069"
"停车位",2347.9099,"2543.3462","路内停车位
104070"
"停车位",2347.9192,"2543.3447","路内停车位
104072"
"停车位",2347.9243,"2543.3424","路内停车位
104073"
"停车位",2347.9293,"2543.3398","路内停车位
104074"
"停车位",2347.9346,"2543.3372","路内停车位
104075"
"停车位",2347.94,"2543.3345","路内停车位
104076"
"停车位",2347.9929,"2543.3039","路内停车位
104077"
"停车位",2347.9951,"2543.3028","路内停车位
104078"
"停车位",2347.9972,"2543.3018","路内停车位
104079"
"停车位",2348.0106,"2543.295","路内停车位
104080"
"停车位",2348.0123,"2543.2939","路内停车位
104081"
"停车位",2348.0146,"2543.2928","路内停车位
104082"
"停车位",2348.0163,"2543.2917","路内停车位
104083"
"停车位",2348.0186,"2543.2907","路内停车位
104084"
"停车位",2348.0203,"2543.2895","路内停车位
104085"
"停车位",2348.0228,"2543.2886","路内停车位
104086"
"停车位",2348.0245,"2543.2874","路内停车位
104087"
"停车位",2348.0377,"2543.2826","路内停车位
104088"
"停车位",2348.0426,"2543.28","路内停车位
104089"
"停车位",2348.0481,"2543.2772","路内停车位
104090"
"停车位",2348.0529,"2543.275","路内停车位
104091"
"停车位",2348.0581,"2543.2723","路内停车位
104092"
"停车位",2348.0635,"2543.2695","路内停车位
104093"
"停车位",2348.0684,"2543.2671","路内停车位
104094"
"停车位",2347.704,"2543.4787","路内停车位
104128"
"停车位",2347.6978,"2543.4817","路内停车位
104129"
"停车位",2347.6918,"2543.4847","路内停车位
104130"
"停车位",2347.6855,"2543.4878","路内停车位
104131"
"停车位",2347.6792,"2543.4909","路内停车位
104132"
"停车位",2347.673,"2543.4941","路内停车位
104133"
"停车位",2347.6667,"2543.4972","路内停车位
104134"
"停车位",2347.6604,"2543.5003","路内停车位
104135"
"停车位",2347.6537,"2543.5036","路内停车位
104136"
"停车位",2347.6474,"2543.5066","路内停车位
104137"
"停车位",2347.6412,"2543.5099","路内停车位
104138"
"停车位",2347.6356,"2543.5129","路内停车位
104139"
"停车位",2347.6293,"2543.516","路内停车位
104140"
"停车位",2347.623,"2543.5194","路内停车位
104141"
"停车位",2347.5724,"2543.5448","路内停车位
104142"
"停车位",2347.567,"2543.5473","路内停车位
104143"
"停车位",2347.5617,"2543.5499","路内停车位
104144"
"停车位",2347.5572,"2543.5522","路内停车位
104145"
"停车位",2347.5519,"2543.5547","路内停车位
104146"
"停车位",2347.5466,"2543.5575","路内停车位
104147"
"停车位",2347.5416,"2543.5601","路内停车位
104148"
"停车位",2347.5359,"2543.563","路内停车位
104149"
"停车位",2347.5308,"2543.5657","路内停车位
104150"
"停车位",2347.5263,"2543.5684","路内停车位
104151"
"停车位",2351.24,"2545.7356","路内停车位
401002"
"停车位",2351.24,"2545.7295","路内停车位
401003"
"停车位",2351.24,"2545.7237","路内停车位
401004"
"停车位",2351.2401,"2545.7177","路内停车位
401005"
"停车位",2351.24,"2545.7121","路内停车位
401006"
"停车位",2351.24,"2545.706","路内停车位
401007"
"停车位",2351.24,"2545.6999","路内停车位
401008"
"停车位",2351.24,"2545.6941","路内停车位
401009"
"停车位",2351.2398,"2545.6882","路内停车位
401010"
"停车位",2351.2398,"2545.682","路内停车位
401011"
"停车位",2351.2398,"2545.6759","路内停车位
401012"
"停车位",2351.2397,"2545.6703","路内停车位
401013"
"停车位",2351.2397,"2545.6641","路内停车位
401014"
"停车位",2351.2397,"2545.658","路内停车位
401015"
"停车位",2351.2397,"2545.6526","路内停车位
401016"
"停车位",2351.2402,"2545.6472","路内停车位
401017"
"停车位",2351.2402,"2545.6411","路内停车位
401018"
"停车位",2351.24,"2545.6354","路内停车位
401019"
"停车位",2351.2399,"2545.6292","路内停车位
401020"
"停车位",2351.2399,"2545.6231","路内停车位
401021"
"停车位",2351.2399,"2545.6177","路内停车位
401022"
"停车位",2351.24,"2545.6115","路内停车位
401023"
"停车位",2351.24,"2545.6054","路内停车位
401024"
"停车位",2351.24,"2545.6","路内停车位
401025"
"停车位",2351.2399,"2545.594","路内停车位
401026"
"停车位",2351.2544,"2545.5317","路内停车位
401069"
"停车位",2351.2543,"2545.5257","路内停车位
401068"
"停车位",2351.2546,"2545.5194","路内停车位
401067"
"停车位",2351.2544,"2545.5496","路内停车位
401072"
"停车位",2351.2543,"2545.5435","路内停车位
401071"
"停车位",2351.2545,"2545.5373","路内停车位
401070"
"停车位",2351.2545,"2545.588","路内停车位
401075"
"停车位",2351.2544,"2545.5819","路内停车位
401074"
"停车位",2351.2543,"2545.5757","路内停车位
401073"
"停车位",2351.2545,"2545.6056","路内停车位
401078"
"停车位",2351.2544,"2545.5996","路内停车位
401077"
"停车位",2351.2544,"2545.5934","路内停车位
401076"
"停车位",2351.2543,"2545.6171","路内停车位
401080"
"停车位",2351.2546,"2545.6108","路内停车位
401079"
"停车位",2351.2545,"2545.6227","路内停车位
401081"
"停车位",2351.2544,"2545.6342","路内停车位
401083"
"停车位",2351.2546,"2545.6279","路内停车位
401082"
"停车位",2351.2547,"2545.6404","路内停车位
401084"
"停车位",2351.2546,"2545.6519","路内停车位
401086"
"停车位",2351.2546,"2545.6459","路内停车位
401085"
"停车位",2351.2548,"2545.6581","路内停车位
401087"
"停车位",2351.2546,"2545.6695","路内停车位
401089"
"停车位",2351.2546,"2545.6637","路内停车位
401088"
"停车位",2351.2546,"2545.676","路内停车位
401090"
"停车位",2351.2544,"2545.7079","路内停车位
401092"
"停车位",2351.2544,"2545.7021","路内停车位
401091"
"停车位",2351.2544,"2545.7141","路内停车位
401093"
"停车位",2351.2544,"2545.7255","路内停车位
401095"
"停车位",2351.2545,"2545.7193","路内停车位
401094"
"停车位",2351.2545,"2545.7318","路内停车位
401096"
"停车位",2351.2546,"2545.7434","路内停车位
401098"
"停车位",2351.2546,"2545.737","路内停车位
401097"
"停车位",2351.2545,"2545.7488","路内停车位
401099"
"停车位",2351.2545,"2545.755","路内停车位
401100"
"停车位",2351.2546,"2545.7605","路内停车位
401101"
"停车位",2351.2545,"2545.7665","路内停车位
401102"
"停车位",2351.2548,"2545.7724","路内停车位
401103"
"停车位",2351.0196,"2545.8186","路内停车位
404061"
"停车位",2351.2078,"2545.8188","路内停车位
404035"
"停车位",2351.2026,"2545.8189","路内停车位
404036"
"停车位",2351.1971,"2545.8189","路内停车位
404037"
"停车位",2351.1912,"2545.8188","路内停车位
404038"
"停车位",2351.1861,"2545.8189","路内停车位
404039"
"停车位",2351.1807,"2545.8189","路内停车位
404040"
"停车位",2351.2529,"2545.8719","路内停车位
402001"
"停车位",2351.2529,"2545.878","路内停车位
402002"
"停车位",2351.2529,"2545.8839","路内停车位
402003"
"停车位",2351.253,"2545.8899","路内停车位
402004"
"停车位",2351.253,"2545.8958","路内停车位
402005"
"停车位",2351.2531,"2545.9015","路内停车位
402006"
"停车位",2351.2531,"2545.9075","路内停车位
402007"
"停车位",2351.2531,"2545.9134","路内停车位
402008"
"停车位",2351.2532,"2545.9191","路内停车位
402009"
"停车位",2351.2532,"2545.9253","路内停车位
402010"
"停车位",2351.2533,"2545.9313","路内停车位
402011"
"停车位",2351.2532,"2545.9369","路内停车位
402012"
"停车位",2351.2532,"2545.9428","路内停车位
402013"
"停车位",2351.2532,"2545.9487","路内停车位
402014"
"停车位",2351.2529,"2545.9648","路内停车位
402015"
"停车位",2351.2528,"2545.9706","路内停车位
402016"
"停车位",2351.2531,"2545.9767","路内停车位
402017"
"停车位",2351.2531,"2545.9825","路内停车位
402018"
"停车位",2351.253,"2545.9884","路内停车位
402019"
"停车位",2351.253,"2545.9942","路内停车位
402020"
"停车位",2351.2533,"2546.0004","路内停车位
402021"
"停车位",2351.2532,"2546.0062","路内停车位
402022"
"停车位",2351.2533,"2546.0118","路内停车位
402023"
"停车位",2351.2532,"2546.0176","路内停车位
402024"
"停车位",2351.2531,"2546.034","路内停车位
402025"
"停车位",2351.2531,"2546.0396","路内停车位
402026"
"停车位",2351.2532,"2546.0453","路内停车位
402027"
"停车位",2351.2532,"2546.0515","路内停车位
402028"
"停车位",2351.2532,"2546.057","路内停车位
402029"
"停车位",2351.2533,"2546.0628","路内停车位
402030"
"停车位",2351.2535,"2546.0691","路内停车位
402031"
"停车位",2351.2535,"2546.0747","路内停车位
402032"
"停车位",2351.2536,"2546.0805","路内停车位
402033"
"停车位",2351.2535,"2546.087","路内停车位
402034"
"停车位",2351.2545,"2546.1607","路内停车位402036"
"停车位",2351.2544,"2546.1638","路内停车位402037"
"停车位",2351.2544,"2546.1671","路内停车位402038"
"停车位",2351.2433,"2546.1757","路内停车位402039"
"停车位",2351.2436,"2546.1723","路内停车位402040"
"停车位",2351.2434,"2546.169","路内停车位402041"
"停车位",2351.2432,"2546.1654","路内停车位402042"
"停车位",2351.2433,"2546.1623","路内停车位402043"
"停车位",2351.24,"2545.5871","路内停车位
401027"
"停车位",2351.24,"2545.5817","路内停车位
401028"
"停车位",2351.2399,"2545.5756","路内停车位
401029"
"停车位",2351.2399,"2545.5696","路内停车位
401030"
"停车位",2351.24,"2545.5642","路内停车位
401031"
"停车位",2351.24,"2545.5582","路内停车位
401032"
"停车位",2351.2402,"2545.5521","路内停车位
401033"
"停车位",2351.2401,"2545.546","路内停车位
401034"
"停车位",2351.24,"2545.54","路内停车位
401035"
"停车位",2351.2399,"2545.5338","路内停车位
401036"
"停车位",2351.2399,"2545.5284","路内停车位
401037"
"停车位",2351.2398,"2545.5224","路内停车位
401038"
"停车位",2351.2399,"2545.5164","路内停车位
401039"
"停车位",2351.2399,"2545.511","路内停车位
401040"
"停车位",2351.2401,"2545.3955","路内停车位
401041"
"停车位",2351.2403,"2545.3889","路内停车位
401042"
"停车位",2351.2403,"2545.3834","路内停车位
401043"
"停车位",2351.2402,"2545.3774","路内停车位
401044"
"停车位",2351.24,"2545.371","路内停车位
401045"
"停车位",2351.24,"2545.3656","路内停车位
401046"
"停车位",2351.2399,"2545.3595","路内停车位
401047"
"停车位",2351.2398,"2545.3535","路内停车位
401048"
"停车位",2351.2398,"2545.3481","路内停车位
401049"
"停车位",2351.2397,"2545.3421","路内停车位
401050"
"停车位",2351.2401,"2545.3255","路内停车位
401051"
"停车位",2351.2401,"2545.32","路内停车位
401052"
"停车位",2351.24,"2545.314","路内停车位
401053"
"停车位",2351.24,"2545.3078","路内停车位
401054"
"停车位",2351.24,"2545.3024","路内停车位
401055"
"停车位",2351.2399,"2545.2964","路内停车位
401056"
"停车位",2351.24,"2545.2901","路内停车位
401057"
"停车位",2351.2401,"2545.2327","路内停车位
401058"
"停车位",2351.24,"2545.2266","路内停车位
401059"
"停车位",2351.24,"2545.2204","路内停车位
401060"
"停车位",2351.2401,"2545.215","路内停车位
401061"
"停车位",2351.2401,"2545.1967","路内停车位
401062"
"停车位",2351.2402,"2545.19","路内停车位
401063"
"停车位",2351.2402,"2545.1846","路内停车位
401064"
"停车位",2351.2399,"2545.1785","路内停车位
401065"
"停车位",2351.2401,"2545.1723","路内停车位
401066"
"停车位",2350.97,"2545.4325","路内停车位
403001"
"停车位",2350.9756,"2545.4324","路内停车位
403002"
"停车位",2350.9807,"2545.4325","路内停车位
403003"
"停车位",2350.9862,"2545.4324","路内停车位
403004"
"停车位",2350.9917,"2545.4324","路内停车位
403005"
"停车位",2350.9973,"2545.4324","路内停车位
403006"
"停车位",2351.0026,"2545.4324","路内停车位
403007"
"停车位",2351.008,"2545.4324","路内停车位
403008"
"停车位",2351.0137,"2545.4324","路内停车位
403009"
"停车位",2351.0188,"2545.4324","路内停车位
403010"
"停车位",2351.0245,"2545.4325","路内停车位
403011"
"停车位",2351.099,"2545.4322","路内停车位
403013"
"停车位",2351.1045,"2545.4322","路内停车位
403014"
"停车位",2351.1099,"2545.4322","路内停车位
403015"
"停车位",2351.1154,"2545.4322","路内停车位
403016"
"停车位",2351.1209,"2545.4323","路内停车位
403017"
"停车位",2351.1265,"2545.4323","路内停车位
403018"
"停车位",2351.1313,"2545.4323","路内停车位
403019"
"停车位",2351.1368,"2545.4323","路内停车位
403020"
"停车位",2351.1423,"2545.4322","路内停车位
403021"
"停车位",2351.1809,"2545.4321","路内停车位
403022"
"停车位",2351.1865,"2545.4322","路内停车位
403023"
"停车位",2351.1919,"2545.4322","路内停车位
403024"
"停车位",2351.1975,"2545.4321","路内停车位
403025"
"停车位",2351.1993,"2545.4462","路内停车位
403028"
"停车位",2351.2047,"2545.4461","路内停车位
403027"
"停车位",2351.1827,"2545.4461","路内停车位
403031"
"停车位",2351.1883,"2545.4461","路内停车位
403030"
"停车位",2351.1936,"2545.4461","路内停车位
403029"
"停车位",2351.1494,"2545.4461","路内停车位
403034"
"停车位",2351.1545,"2545.4462","路内停车位
403033"
"停车位",2351.1331,"2545.4461","路内停车位
403037"
"停车位",2351.1387,"2545.4461","路内停车位
403036"
"停车位",2351.144,"2545.4462","路内停车位
403035"
"停车位",2351.117,"2545.4462","路内停车位
403040"
"停车位",2351.1224,"2545.4461","路内停车位
403039"
"停车位",2351.1276,"2545.4461","路内停车位
403038"
"停车位",2351.0608,"2545.4465","路内停车位
403042"
"停车位",2351.0443,"2545.4464","路内停车位
403045"
"停车位",2351.0498,"2545.4464","路内停车位
403044"
"停车位",2351.055,"2545.4465","路内停车位
403043"
"停车位",2351.0094,"2545.4465","路内停车位
403047"
"停车位",2351.0391,"2545.4464","路内停车位
403046"
"停车位",2350.9933,"2545.4465","路内停车位
403050"
"停车位",2350.9986,"2545.4466","路内停车位
403049"
"停车位",2351.0041,"2545.4465","路内停车位
403048"
"停车位",2350.9376,"2544.5951","路内停车位
406002"
"停车位",2350.9374,"2544.5984","路内停车位
406003"
"停车位",2350.9372,"2544.6015","路内停车位
406004"
"停车位",2350.9367,"2544.6051","路内停车位
406005"
"停车位",2350.9364,"2544.6081","路内停车位
406006"
"停车位",2350.9362,"2544.6113","路内停车位
406007"
"停车位",2350.936,"2544.6147","路内停车位
406008"
"停车位",2350.9347,"2544.6289","路内停车位
406009"
"停车位",2350.9346,"2544.6323","路内停车位
406010"
"停车位",2350.9343,"2544.6354","路内停车位
406011"
"停车位",2350.9341,"2544.6386","路内停车位
406012"
"停车位",2350.9337,"2544.6418","路内停车位
406013"
"停车位",2350.9333,"2544.6452","路内停车位
406014"
"停车位",2350.9331,"2544.6483","路内停车位
406015"
"停车位",2350.932,"2544.6628","路内停车位
406016"
"停车位",2350.9318,"2544.666","路内停车位
406017"
"停车位",2350.9317,"2544.6693","路内停车位
406019"
"停车位",2350.9314,"2544.6726","路内停车位
406019"
"停车位",2350.8642,"2545.4466","路内停车位
410001"
"停车位",2350.8581,"2545.4466","路内停车位
410002"
"停车位",2350.8523,"2545.4466","路内停车位
410003"
"停车位",2350.8467,"2545.4466","路内停车位
410004"
"停车位",2350.8411,"2545.4466","路内停车位
410005"
"停车位",2350.8348,"2545.4466","路内停车位
410006"
"停车位",2350.8288,"2545.4467","路内停车位
410007"
"停车位",2350.823,"2545.4467","路内停车位
410008"
"停车位",2350.8065,"2545.4496","路内停车位
410009"
"停车位",2350.8008,"2545.4517","路内停车位
410010"
"停车位",2350.7958,"2545.4545","路内停车位
410011"
"停车位",2350.7909,"2545.4576","路内停车位
410012"
"停车位",2350.7864,"2545.4616","路内停车位
410013"
"停车位",2350.7826,"2545.4657","路内停车位
410014"
"停车位",2350.7791,"2545.4708","路内停车位
410015"
"停车位",2350.7761,"2545.4757","路内停车位
410016"
"停车位",2350.773,"2545.4808","路内停车位
410017"
"停车位",2350.7702,"2545.4856","路内停车位
410018"
"停车位",2350.767,"2545.4912","路内停车位
410019"
"停车位",2350.7643,"2545.4957","路内停车位
410020"
"停车位",2350.7508,"2545.5205","路内停车位
410021"
"停车位",2350.7481,"2545.5254","路内停车位
410022"
"停车位",2350.7452,"2545.5305","路内停车位
410023"
"停车位",2350.7424,"2545.5355","路内停车位
410024"
"停车位",2350.7395,"2545.5408","路内停车位
410025"
"停车位",2350.7365,"2545.546","路内停车位
410026"
"停车位",2350.7336,"2545.5511","路内停车位
410027"
"停车位",2350.7308,"2545.5563","路内停车位
410028"
"停车位",2350.7279,"2545.5615","路内停车位
410029"
"停车位",2350.7251,"2545.5665","路内停车位
410030"
"停车位",2350.7221,"2545.5715","路内停车位
410031"
"停车位",2350.7192,"2545.5769","路内停车位
410032"
"停车位",2350.7163,"2545.582","路内停车位
410033"
"停车位",2350.7133,"2545.5872","路内停车位
410034"
"停车位",2350.7105,"2545.5924","路内停车位
410035"
"停车位",2350.7077,"2545.5972","路内停车位
410036"
"停车位",2350.7079,"2545.568","路内停车位
410038"
"停车位",2350.7109,"2545.5629","路内停车位
410039"
"停车位",2350.7138,"2545.5578","路内停车位
410040"
"停车位",2350.7166,"2545.5527","路内停车位
410041"
"停车位",2350.7195,"2545.5475","路内停车位
410042"
"停车位",2350.7224,"2545.5424","路内停车位
410043"
"停车位",2350.7252,"2545.5373","路内停车位
410044"
"停车位",2350.7281,"2545.5322","路内停车位
410045"
"停车位",2350.7311,"2545.5269","路内停车位
410046"
"停车位",2350.734,"2545.5216","路内停车位
410047"
"停车位",2350.7369,"2545.5166","路内停车位
410048"
"停车位",2350.7397,"2545.5115","路内停车位
410049"
"停车位",2350.7427,"2545.5064","路内停车位
410050"
"停车位",2350.7456,"2545.5011","路内停车位
410051"
"停车位",2350.7566,"2545.4819","路内停车位
410052"
"停车位",2350.7595,"2545.4767","路内停车位
410053"
"停车位",2350.7654,"2545.436","路内停车位
410054"
"停车位",2350.7715,"2545.4361","路内停车位
410055"
"停车位",2350.7773,"2545.4363","路内停车位
410056"
"停车位",2350.783,"2545.4366","路内停车位
410057"
"停车位",2350.7893,"2545.4367","路内停车位
410058"
"停车位",2350.7955,"2545.4359","路内停车位
410059"
"停车位",2350.8011,"2545.4351","路内停车位
410060"
"停车位",2350.8068,"2545.4344","路内停车位
410061"
"停车位",2350.8571,"2545.4303","路内停车位410062"
"停车位",2350.8596,"2545.4303","路内停车位410063"
"停车位",2350.862,"2545.4303","路内停车位410064"
"停车位",2350.866,"2545.4302","路内停车位410065"
"停车位",2350.8686,"2545.4303","路内停车位410066"
"停车位",2350.8838,"2545.427","路内停车位410067"
"停车位",2350.8902,"2545.4237","路内停车位410068"
"停车位",2350.8922,"2545.4089","路内停车位410071"
"停车位",2350.8938,"2545.4104","路内停车位410070"
"停车位",2351.7517,"2543.2934","路内停车位
414025"
"停车位",2351.7547,"2543.2924","路内停车位
414026"
"停车位",2351.758,"2543.2912","路内停车位
414027"
"停车位",2351.7609,"2543.2905","路内停车位
414028"
"停车位",2351.7643,"2543.2895","路内停车位
414029"
"停车位",2351.7675,"2543.2885","路内停车位
414030"
"停车位",2351.7709,"2543.2875","路内停车位
414031"
"停车位",2351.7738,"2543.2866","路内停车位
414032"
"停车位",2351.7772,"2543.2856","路内停车位
414033"
"停车位",2351.7803,"2543.2846","路内停车位
414034"
"停车位",2351.7835,"2543.2836","路内停车位
414035"
"停车位",2351.7867,"2543.2825","路内停车位
414036"
"停车位",2351.79,"2543.2815","路内停车位
414037"
"停车位",2351.793,"2543.2807","路内停车位
414038"
"停车位",2351.796,"2543.2795","路内停车位
414039"
"停车位",2351.7994,"2543.2788","路内停车位
414040"
"停车位",2351.8024,"2543.2775","路内停车位
414041"
"停车位",2351.7468,"2543.3152","路内停车位
414023"
"停车位",2351.7499,"2543.3141","路内停车位
414022"
"停车位",2351.7531,"2543.313","路内停车位
414021"
"停车位",2351.7562,"2543.312","路内停车位
414020"
"停车位",2351.7594,"2543.3111","路内停车位
414019"
"停车位",2351.7629,"2543.3103","路内停车位
414018"
"停车位",2351.7658,"2543.3092","路内停车位
414017"
"停车位",2351.7695,"2543.3084","路内停车位
414016"
"停车位",2351.7725,"2543.3074","路内停车位
414015"
"停车位",2351.7756,"2543.3061","路内停车位
414014"
"停车位",2351.7784,"2543.3052","路内停车位
414013"
"停车位",2351.7819,"2543.3041","路内停车位
414012"
"停车位",2351.7848,"2543.3033","路内停车位
414011"
"停车位",2351.7884,"2543.3022","路内停车位
414010"
"停车位",2351.7911,"2543.3013","路内停车位
414009"
"停车位",2351.7942,"2543.3002","路内停车位
414008"
"停车位",2351.7978,"2543.2991","路内停车位
414007"
"停车位",2351.8009,"2543.2983","路内停车位
414006"
"停车位",2351.8041,"2543.2972","路内停车位
414005"
"停车位",2351.8072,"2543.2961","路内停车位
414004"
"停车位",2351.8105,"2543.2953","路内停车位
414003"
"停车位",2351.8138,"2543.2943","路内停车位
414002"
"停车位",2351.8165,"2543.2933","路内停车位
414001"
"停车位",2351.7437,"2543.3162","路内停车位
414024"
"停车位",2351.8057,"2543.2764","路内停车位
414042"
"停车位",2351.7233,"2542.4621","路内停车位
415023"
"停车位",2351.5985,"2542.4715","路内停车位
415001"
"停车位",2351.6044,"2542.4723","路内停车位
415002"
"停车位",2351.6101,"2542.4729","路内停车位
415003"
"停车位",2351.6159,"2542.4733","路内停车位
415004"
"停车位",2351.6213,"2542.4737","路内停车位
415005"
"停车位",2351.6271,"2542.474","路内停车位
415006"
"停车位",2351.6329,"2542.4741","路内停车位
415007"
"停车位",2351.6385,"2542.4742","路内停车位
415008"
"停车位",2351.6445,"2542.4742","路内停车位
415009"
"停车位",2351.6503,"2542.474","路内停车位
415010"
"停车位",2351.6557,"2542.4737","路内停车位
415011"
"停车位",2351.6615,"2542.4734","路内停车位
415012"
"停车位",2351.6674,"2542.473","路内停车位
415013"
"停车位",2351.6732,"2542.4724","路内停车位
415014"
"停车位",2351.6788,"2542.4715","路内停车位
415015"
"停车位",2351.684,"2542.4707","路内停车位
415016"
"停车位",2351.6901,"2542.4698","路内停车位
415017"
"停车位",2351.6954,"2542.4687","路内停车位
415018"
"停车位",2351.7012,"2542.4678","路内停车位
415019"
"停车位",2351.7069,"2542.4663","路内停车位
415020"
"停车位",2351.7124,"2542.465","路内停车位
415021"
"停车位",2351.718,"2542.4635","路内停车位
415022"
"停车位",2351.7116,"2542.4791","路内停车位
415024"
"停车位",2351.7169,"2542.4778","路内停车位
415025"
"停车位",2351.7224,"2542.4763","路内停车位
415026"
"停车位",2351.728,"2542.4748","路内停车位
415027"
"停车位",2351.7336,"2542.4732","路内停车位
415028"
"停车位",2351.7389,"2542.4717","路内停车位
415029"
"停车位",2351.7444,"2542.4701","路内停车位
415030"
"停车位",2351.75,"2542.4686","路内停车位
415031"
"停车位",2351.7556,"2542.4669","路内停车位
415032"
"停车位",2351.7611,"2542.4654","路内停车位
415033"
"停车位",2351.7664,"2542.4639","路内停车位
415034"
"停车位",2351.772,"2542.4623","路内停车位
415035"
"停车位",2351.7773,"2542.4609","路内停车位
415036"
"停车位",2351.7828,"2542.4594","路内停车位
415037"
"停车位",2351.8104,"2542.4516","路内停车位
415042"
"停车位",2351.816,"2542.45","路内停车位
415043"
"停车位",2351.8214,"2542.4486","路内停车位
415044"
"停车位",2351.8268,"2542.4471","路内停车位
415045"
"停车位",2351.8322,"2542.4455","路内停车位
415046"
"停车位",2351.8378,"2542.444","路内停车位
415047"
"停车位",2350.4982,"2541.5006","路内停车位
405001"
"停车位",2350.4995,"2541.5061","路内停车位
405002"
"停车位",2350.5006,"2541.5114","路内停车位
405003"
"停车位",2350.502,"2541.517","路内停车位
405004"
"停车位",2350.5032,"2541.5225","路内停车位
405005"
"停车位",2350.5043,"2541.5278","路内停车位
405006"
"停车位",2350.5057,"2541.5337","路内停车位
405007"
